"Name","Symbol","Exchange","Industry","Rating","MarketCap","EV","Revenue","GrossProfit","EBITDA","EBIT","NetIncome","Cash","PPnE","Assets","Debt","Equity","Receivables","Inventory","CurrentAssets","ShortTermDebt","LTD_Cap_Leases","Leases_LongTerm","LongTermDebt","Liabilities","Liabilities_N_Equity","Debt_Current","Debt_NonCurrent","Debt_Net","EBITDA_sd","Vol","EL","BL","LM","AP","AR","RoD","nEL","nBL","nLM","nAP","nAR","nRoD","RD","nRD"
"AMETEK, Inc. (NYSE:AME)","NYSE:AME","New York Stock Exchange (NYSE)","Industrials","BBB+",17457.11,19168.81,4378.72,1521.07,1184.05,1089.285,700.91,488.2,544.93,7980.89,1522.805,4162.82,670.77,550.24,1810.73,98.34,230.773,39.99,1824.02,5899.465,7980.89,329.116,1864.024,1704.94,238.925331199705,0.012464275622728,0.119027584623933,0.276987742723788,1.84563564384982,2.36801728250772,0.428237775541061,0.551683704130053,0.0937137374897499,0.229638944467621,1.43311625212607,2.52942034370672,0.402923928406878,0.719582189218886,0.551683704130053,0.719582189218886
"AMN Healthcare Services, Inc. (NYSE:AMN)","NYSE:AMN","New York Stock Exchange (NYSE)","Health Care","BB",2247.18,2726.67,2041.79,659.15,239.77,217.17,119.91,37.666,88.63,1403.34,318.43375,537.36,397.33,0,494.52,3.45,9.375,18.24,406.07,1134.66,1403.34,12.836,424.299,399.47,180.44607104494,0.0661781847619771,0.162892979424068,0.297570000839501,1.91664966780907,1.93869177904489,0.547353999182377,0.572891820421798,0.1505884129479,0.282365720542691,1.7840402961226,1.97783290243281,0.535045346915173,0.622387018607029,0.572891820421798,0.622387018607029
"Amneal Pharmaceuticals, Inc. (NYSE:AMRX)","NYSE:AMRX","New York Stock Exchange (NYSE)","Health Care","B",1029.26,3581.62,1591.25,616.983333333333,345.05,263.483333333333,-22.8066666666667,161.957142857143,517.342857142857,2791.3,1571.17571428571,177.914285714286,491.985714285714,371.928571428571,1095.85714285714,10.7142857142857,39.0557142857143,61.7901428571429,2037.32857142857,2702.35714285714,2791.3,49.7628571428571,2099.12571428571,1986.94285714286,72.996321825144,0.0203808114275507,0.72526932928193,0.848940024217258,6.77535691679055,1.26404486240044,0.975916629406746,0.159640940934995,0.666046608068752,0.839495263893296,6.2836850051494,1.34197914368408,0.91668759486297,0.170749648579392,0.159640940934995,0.170749648579392
"Amphenol Corporation (NYSE:APH)","NYSE:APH","New York Stock Exchange (NYSE)","IT","BBB+",24880.62,26994.57,7099.16,2257.13,1651.4,1530.425,959.04,1333.14,844.89,9219.65,2095.63475,3979.65,1502.25,1117.97,4164.57,0,277.44,48.69,2912.43,7229.825,9219.65,277.439,2961.12,1905.42,537.002451887636,0.0198929803989334,0.123311324195957,0.352253523814748,1.97118418781524,2.87905704792947,0.349830842169932,0.509752888512546,0.0683730337676893,0.231382899753681,1.10088069745276,3.41060165361918,0.294892551741664,0.951123494930548,0.509752888512546,0.951123494930548
"Antero Resources Corporation (NYSE:AR)","NYSE:AR","New York Stock Exchange (NYSE)","Energy","BB+",7336.82222222222,12783.6555555556,2938.52,1549.59,1102.19,628.265,-159.94,36.6,10578.68,12320.29,3393.30875,6225.22,347.68,0,733.4,0.54,105.506,789.947,3640.62,9207.68,12320.29,106.055,4430.55,4500.01,911.408583152718,0.0712948326237275,0.438206177924162,0.368872705862393,2.82463484204341,1.0920658035985,1.17276918111702,0.25071075026279,0.435566345404678,0.366635263504895,2.72652431790921,1.09663729563745,1.17013029213618,0.255330183094114,0.25071075026279,0.255330183094114
"Anthem, Inc. (NYSE:ANTM)","NYSE:ANTM","New York Stock Exchange (NYSE)","Health Care","A",58525.83,73933.41,93995.88,21765.18,6668.25,6370.215,3676.92,24187.55,2675.48,71064.61,13173.55,27706.27,4698.92,0,36270.81,1191.25,904.98,219.3,16432.5,57211.475,71064.61,2096.23,16651.8,15198.14,1695.09104721054,0.0229272672153299,0.27673376641793,0.265033626431311,2.87754888853731,1.01004553448971,1.04287179837457,0.352606773504662,0.228099293001095,0.328072877278064,2.35578980476658,1.53033643480157,0.686940661103186,0.436519655164818,0.352606773504662,0.436519655164818
"AptarGroup, Inc. (NYSE:ATR)","NYSE:ATR","New York Stock Exchange (NYSE)","Materials","BBB-",5846.79,6502,2659.97,925.03,510.06,423.675,206.48,356.65,970.08,3051.23,649.922,1443.12,499.08,349.3,1303.57,94.062,56.363,23.993,811.03,2329.675,3051.23,150.412,835.026,628.8,70.3118798244254,0.0108138849314712,0.15106053206235,0.318220410305521,1.89359154558465,2.10546019201659,0.483655275732502,0.573905808723961,0.0902662507262405,0.217937427027353,1.16861806161604,2.419527179558,0.422859664388127,1.13095173065762,0.573905808723961,1.13095173065762
"Aptiv PLC (NYSE:APTV)","NYSE:APTV","New York Stock Exchange (NYSE)","Consumer","BBB",23486.24,26653.94,14536.6,2668.6,2146.6,1843.7,1190,1316,3186.2,12984.6,2484.775,4263.2,2545.9,1216.9,5838.1,2,137.7,97.5,3514.5,10853,12984.6,139.7,3612,2435.7,249.434560556471,0.00935826225152722,0.143870290479134,0.28933442041474,1.79655707834181,2.06976204504873,0.49787344001976,0.624855735259532,0.0954366191343148,0.209462395858273,1.14418883488006,2.29625178863627,0.449439768674941,1.1145920276437,0.624855735259532,1.1145920276437
"Archer-Daniels-Midland Company (NYSE:ADM)","NYSE:ADM","New York Stock Exchange (NYSE)","Consumer Staples","A",28078.7,35860.8,73353.6,4309.4,3014.3,2547.95,1801.3,1509.3,10259.7,44345.9,5738.75,19364.1,3949.7,10507.5,24824.9,868.9,375.6,240.9,6750.3,34663.85,44345.9,1244.5,6991.2,6483.6,643.49118098075,0.0179441390314982,0.234675358352045,0.184784548609031,2.81188867124977,0.80127042142362,1.26842772404705,0.385259288029259,0.181508625204517,0.149066132612035,2.20829203915399,0.829235158757831,1.22302251618421,0.552369295038291,0.385259288029259,0.552369295038291
"Archrock, Inc. (NYSE:AROC)","NYSE:AROC","New York Stock Exchange (NYSE)","Energy","B+",1476.04,3135.77,1262.19,533.72,374.96,264.67,5.093,10.1238,2385.61,3192.55,1213.6901,1134.39,196.25,154.73,521.09,0,3.6364,4.89,1613.1,2625.355,3192.55,3.6364,1617.994,1611.51,105.402342373297,0.0336129060400786,0.543351659004459,0.533011201086247,4.59612244183078,0.991077862589436,1.02305773284828,0.234458066222577,0.540489920911408,0.531460096770772,4.57361516521092,0.993994046441426,1.02019216192095,0.236572342831636,0.234458066222577,0.236572342831636
"Arconic Corporation (NYSE:ARNC)","NYSE:ARNC","New York Stock Exchange (NYSE)","Materials","BB",2813.83333333333,3993.5,6907.5,909.25,524.25,396.875,-29.75,280.2,2844,5529.8,551.25,2332.6,553.6,1086.4,2116.6,0,20.8,83.2,724.4,4363.5,5529.8,20.8,807.6,548.2,71.5419457381472,0.0179145976557274,0.273982912213134,0.137964140425562,1.93920811519855,0.657424099675151,1.56530726151578,0.895841878255033,0.186432088513901,0.0971361569476841,1.25470911984612,0.70904184373892,1.47775643781655,1.19711330166892,0.895841878255033,1.19711330166892
"Arcosa, Inc. (NYSE:ACA)","NYSE:ACA","New York Stock Exchange (NYSE)","Industrials","BB",2181,2434.35,1754.24,333.62,236.46,186.49,90.3,88.2166666666667,818.45,2239.71666666667,141.458333333333,1678.35,226.766666666667,274.6,617.683333333333,0,6.96666666666667,12.4,198.65,1400.54166666667,2239.71666666667,6.96666666666667,211.05,129.8,41.6684892934697,0.0171168851206563,0.127690004687576,0.0786274299757567,1.01287006031554,0.94038804270266,1.07987443508735,76.9018468900081,0.0713294826870056,0.0421162032740935,0.589259220932154,0.993333851553384,1.02351391308678,-5.68379442534631,76.9018468900081,-5.68379442534631
"Aris Water Solutions, Inc. (NYSE:ARIS)","NYSE:ARIS","New York Stock Exchange (NYSE)","Industrials","B",412.4,1125.5,212.6,120.85,92.95,64.975,-4.385,30.7666666666667,577.666666666667,1007.56666666667,219.570833333333,618.766666666667,48.2333333333333,0,86.4333333333333,0,0,0,303.033333333333,698.183333333333,1007.56666666667,0,303.016666666667,272.233333333333,42.6385389055488,0.0378840860999989,0.348378498445136,0.297082019789021,3.9572573175969,0.998934942753173,1.0010661928032,0.262699167136811,0.294891159484673,0.276871483071345,3.5136960784821,1.05522220138759,0.947667703243003,0.300888600393457,0.262699167136811,0.300888600393457
"Arrow Electronics, Inc. (NYSE:ARW)","NYSE:ARW","New York Stock Exchange (NYSE)","IT","BBB-",6215.47,8730.2,26412.15,3299.16,1177.37,1094.845,528.24,414.34,812.56,14974.41,1927.384,4672.2,7552.87,3002.5,11243.18,69.01,153.01,73.41,2412.53,12638.31,14974.41,222.016,2485.94,2293.61,318.082295605678,0.0364347088962083,0.312008836109183,0.18160757649695,2.36893658357883,0.589121477754831,1.71733753004743,0.440052562249446,0.263903078993372,0.157547133007201,1.99730582376372,0.606819696046631,1.66923390480515,0.521032320818355,0.440052562249446,0.521032320818355
"Artivion, Inc. (NYSE:AORT)","NYSE:AORT","New York Stock Exchange (NYSE)","Health Care","B",660.8,779.27,206.82,136.42,23.25,16.9002,1.2858,40.99,31.94,435.44,98.20975,225.31,35.25,36.927,157.49,0,2.788,10.4611,131.35,322.775,435.44,2.788,141.821,103.62,7.73983203952127,0.00993215706946408,0.127751045756275,0.226511981611349,5.65492466086883,1.74137224759086,0.618225374004195,Inf,0.0528570323201041,0.10174458349042,3.78376669078588,1.99358340673091,0.543339602395088,-0.0468744940664616,Inf,-0.0468744940664616
"Asbury Automotive Group, Inc. (NYSE:ABG)","NYSE:ABG","New York Stock Exchange (NYSE)","Consumer","BB+",1951.47,3837.94,6931.3,1178.86,404.46,388.03,213.77,25.54,976.73,3000.45,1482.1475,646.72,107.7,858.65,1382.68,805.16,33.15,62.96,1083.44,2677.09,3000.45,838.31,1146.4,1959.17,231.134574556806,0.0602236029111465,0.512017867620905,0.683355656333307,5.00354303395229,1.36437887340615,0.754184288803975,0.200961917918593,0.507512177657872,0.681423741137867,4.96448691325264,1.37069408115892,0.749678598840941,0.202763626471342,0.200961917918593,0.202763626471342
"ASGN Incorporated (NYSE:ASGN)","NYSE:ASGN","New York Stock Exchange (NYSE)","Industrials","BB",3015.22,3652.31,2739.25,824,290.88,258.44,156.09,112.24,76.48,2136.52,545.996,1046.31,452.82,0,616.16,0,11.08,17.13,737.19,1613.355,2136.52,11.084,754.32,653.17,114.974159415641,0.0314798468409422,0.212382422204905,0.358778987058819,2.64694195154861,1.76075514323577,0.587630197208773,0.386508110416862,0.186371243226228,0.329101109733909,2.33391565411013,1.83312607757053,0.561617536244011,0.45812576901771,0.386508110416862,0.45812576901771
"Ashland Global Holdings Inc. (NYSE:ASH)","NYSE:ASH","New York Stock Exchange (NYSE)","Materials","BB+",5928.45,8107.55,3839.9,1115,603.2,455.75,223.9,629.2,2019,9320.3,1905.125,3453.8,756.8,658.2,2393.6,277.7,26.7,22.4,2423.1,7593.4,9320.3,304.4,2445.5,2120.7,289.75115760482,0.0357384361002794,0.341175257308663,0.295029260608374,4.94570018506882,0.871648466764179,1.16735516430375,0.2183294003899,0.265108863578361,0.244937373995648,3.78258070497003,0.935370045139314,1.09128877057345,0.281564560072687,0.2183294003899,0.281564560072687
"AT&T Inc. (NYSE:T)","NYSE:T","New York Stock Exchange (NYSE)","Communication","BBB",208326.4,353598.2,155862.2,84479,46897.4,36370,13713,12650.1,129595.7,425844.2,102672.675,142311.7,18443.7,2520.8,45120.8,1979.2,11717.2,7238.1,120179.1,354688.35,425844.2,13696.4,127417.2,128463.5,9542.22926667442,0.0269860798688297,0.38920905029079,0.322626115636179,2.95616778405346,0.851160147263981,1.19144630464076,0.360517032199497,0.353606214582016,0.302479904133546,2.68251643787246,0.876348473032112,1.15584346893198,0.393760018742663,0.360517032199497,0.393760018742663
"Atkore Inc. (NYSE:ATKR)","NYSE:ATKR","New York Stock Exchange (NYSE)","Industrials","BB",1843.52857142857,2448.05714285714,1904.47,490.37,314.11,282.655,149.57,157.79,248.3,1386.16,473.113,361.7,266.71,214.75,688.7,0,17.445,5.43,660.53,1205.31,1386.16,17.438,665.974,525.63,329.577407700629,0.13462815141479,0.339829027922546,0.503031756030732,3.52032468524046,1.66611255344722,0.622261353788258,0.427604800422219,0.264447865891928,0.441469482266039,3.01017528532687,1.9496086401618,0.546873009758601,0.87752141349229,0.427604800422219,0.87752141349229
"Atmos Energy Corporation (NYSE:ATO)","NYSE:ATO","New York Stock Exchange (NYSE)","Utilities","A-",9267.17,13164.31,3421.04,1300.12,1050.96,879.8,458.95,45.12,9421.83,11407,2853.196,4380.07,224.69,204.28,837.54,391.17,341.2431,42.25,3044.62,9216.965,11407,732.422,3086.872,3774.19,225.864385073089,0.0171573280386962,0.301909898337349,0.332987138259154,3.56773055569474,1.13099317657285,0.904041257138358,0.287067025876057,0.297748259477948,0.330176888387878,3.52231968665377,1.1354594120501,0.899879316869415,0.290647897829019,0.287067025876057,0.290647897829019
"Autoliv, Inc. (NYSE:ALV)","NYSE:ALV","New York Stock Exchange (NYSE)","Consumer","BBB",8804.3,9546.86,8653.85,1663.76,1098.82,930.845,414.41,1035.22,1632.29,7449.28,974.3,3187.27,1714.3,721.12,3774.12,93.2,158.9,31.64,1360.4,5855.645,7449.28,252.1,1392.04,608.92,126.03628930678,0.0132018579204869,0.184041877435685,0.220900702884244,1.53934062337238,1.27113539241232,0.809425810824594,0.843394485279817,0.0744292225508812,0.0918142566542349,0.584546457725535,1.48273500833916,0.69981315593979,2.45852292455239,0.843394485279817,2.45852292455239
"AutoNation, Inc. (NYSE:AN)","NYSE:AN","New York Stock Exchange (NYSE)","Consumer","BBB-",5364.76,10851.87,20837.78,3433.13,1088.07,1013.935,530.74,114.3,2903.98,9343.57,4220.88,2434.2,349.05,3002.35,4167.18,3482.51,154.41,144.4,1884.62,8126.47,9343.57,3636.92,2029.02,5551.64,438.540351747831,0.040411500667427,0.525825682994047,0.607374921210243,5.7113154132061,1.18113544261155,0.867054746468748,0.197871599099269,0.515502526328282,0.602032391244007,5.60930529206597,1.19602946068773,0.856731589802983,0.203098093226609,0.197871599099269,0.203098093226609
"AutoZone, Inc. (NYSE:AZO)","NYSE:AZO","New York Stock Exchange (NYSE)","Consumer","BBB",23293.24,28784.65,11434.83,6032.77,2551.27,2388.41,1456.97,467.79,4379.14,9479.98,3974.37375,-1568.43,266.05,3694.06,4555.05,0.478,135.8,584.84,4749.94,10264.185,9479.98,136.299,5334.786,4955.33,550.340508836726,0.0191192357328203,0.192957137397773,0.57924402947581,2.11727753599583,3.05254241708978,0.332974255843824,0.474561311608719,0.177318530062609,0.555403392918751,1.94115561668702,3.18083305540962,0.318997748135668,0.515249921856039,0.474561311608719,0.515249921856039
"Avaya Holdings Corp. (NYSE:AVYA)","NYSE:AVYA","New York Stock Exchange (NYSE)","IT","B-",1461.48,4109.28,3805.7,2147.85,524.6,380.475,-156.95,516.2,241.8,6841.2,3587.35,-1653,630.1,136.3,1516.4,0,718.4,46.9,4189.9,7667.7,6841.2,718.4,4236.8,4439,134.629697895953,0.0327623568839196,0.927608182542683,0.732132439513373,9.5555358962455,0.637002268044083,1.64658264884165,0.111574405564767,0.754155199933017,0.707879589629139,8.45530943676949,0.719647598648428,1.47312966623198,0.129982511598077,0.111574405564767,0.129982511598077
"Avery Dennison Corporation (NYSE:AVY)","NYSE:AVY","New York Stock Exchange (NYSE)","Materials","BBB",8734.56,10313.7,6751.62,1829.47,866.57,782.14,377.44,250.52,1132.62,5246.16,1211.23,1262.66,1115.5,600.54,2213.23,196.45,92.8,43.38,1365.85,4614.83,5246.16,289.25,1409.23,1447.96,228.859632137741,0.0221898670833688,0.168646342263959,0.313567945217713,1.90460166052675,1.92657664040121,0.56527576751133,0.538355938406336,0.139780171703063,0.277276402787176,1.59473697846539,2.02396160654216,0.536409596950433,0.659995522763698,0.538355938406336,0.659995522763698
"Avient Corporation (NYSE:AVNT)","NYSE:AVNT","New York Stock Exchange (NYSE)","Materials","BB",3226.97,4236.23,3436.65,755.64,372.41,323.24,182.18,384.9,548.18,3163.89,876.7275,951.27,403.98,311.12,1205.88,0,28.63,16.67,1251.97,2688.255,3163.89,28.63,1268.64,912.37,103.255782189452,0.0243744513847105,0.314714928029267,0.41177097059736,3.57662052016646,1.39568117229154,0.76758973755594,0.297134029278197,0.213545486756623,0.329656454817178,2.52490827893744,1.56897428904542,0.666420296283296,0.444145687188499,0.297134029278197,0.444145687188499
"Avista Corporation (NYSE:AVA)","NYSE:AVA","New York Stock Exchange (NYSE)","Utilities","BBB",2581.05,4506.75,1434.76,875.02,428.43,337.045,140.11,30.23,4264.21,5422.8,1481.13025,1690.45,182.16,60.7,387.61,152.12,100.681,39.74,1692.38,4577.57,5422.8,252.803,1732.108,1954.68,42.7826561431927,0.00949301739461757,0.443374251685371,0.364021096109628,4.61467730348688,0.827331676060118,1.2199551833363,0.220601008286655,0.435161641218674,0.359900144672911,4.53821923698965,0.832247059971415,1.21174758150814,0.224980830404346,0.220601008286655,0.224980830404346
"Axalta Coating Systems Ltd. (NYSE:AXTA)","NYSE:AXTA","New York Stock Exchange (NYSE)","Materials","BB",6799.3625,9990.75,4303.6,1499.05555555556,827.044444444444,666.811111111111,99.1,657.79,1313.57,6208.42,2383.1525,1355.5,723.39,566.27,2165.09,19.71,34.19,49.42,3293.48,5530.67,6208.42,53.9,3342.9,2739.01,54.5909129597388,0.00546414563068226,0.383980569216264,0.516749987063909,4.58729226357665,1.53755166336835,0.670002163384277,0.220469661117838,0.305010592971002,0.467943369796962,3.70286375914882,1.72943592087233,0.591032187139015,0.273281867569348,0.220469661117838,0.273281867569348
"AZZ Inc. (NYSE:AZZ)","NYSE:AZZ","New York Stock Exchange (NYSE)","Industrials","B",1205.3,1465.98,843.58,204.13,142.47,119.635,59.07,26.87,225.19,987.38,208.836,524.14,185.17,102.4,322.37,0,26.2,14.75,246.45,725.31,987.38,26.205,261.209,260.53,18.6415932795456,0.0127161306972439,0.197649889455596,0.293920822578738,2.03743539930092,1.50770615206525,0.690323418141808,0.510404408669835,0.178377784649811,0.272827792987997,1.84618167279421,1.55540763766274,0.67105143217906,0.573182369742498,0.510404408669835,0.573182369742498
"B&G Foods, Inc. (NYSE:BGS)","NYSE:BGS","New York Stock Exchange (NYSE)","Consumer Staples","B",1940.12,3526.53,1397.13,373,269.19,246.2,100.35,37.415,244.93,2735.53,1226.25175,666.65,106.63,344.52,525.37,0,16.86,11.16,1619.47,2402.205,2735.53,16.854,1630.613,1610.06,67.2652535365276,0.0190740624740262,0.454191392192787,0.598448298165504,5.94758757880223,1.39463188778153,0.759540117137016,0.17548809486185,0.444445997375966,0.593548238912836,5.82536191468293,1.41041735807364,0.749796733026501,0.179071292919144,0.17548809486185,0.179071292919144
"Ball Corporation (NYSE:BALL)","NYSE:BALL","New York Stock Exchange (NYSE)","Materials","BB+",15370.33,21579.05,10418.91,2057.89,1573.29,1315.255,503.9,649.85,4058.87,13781.75,4389.6325,2639.66,1154.35,1261.94,3544.08,106.21,246.34,77.5,5639.41,12461.92,13781.75,352.55,5716.91,5419.61,402.857461558469,0.0186689155249406,0.288542723977541,0.444282195573722,3.81042096471025,1.56657852541276,0.650968469292583,0.273467741133096,0.261234036669706,0.418530759138566,3.42799790977249,1.64280125045383,0.623659781984748,0.303491845961993,0.273467741133096,0.303491845961993
"Bally's Corporation (NYSE:BALY)","NYSE:BALY","New York Stock Exchange (NYSE)","Consumer","B",1306.375,2757.125,703.64,436.16,172.26,139,19.718,124.066666666667,615.283333333333,1941.06666666667,849.209166666667,457.483333333333,19.2016666666667,8.19666666666667,243.883333333333,0,17.1466666666667,97.45,1059.05,1712.325,1941.06666666667,17.1416666666667,1156.495,1049.56666666667,97.25144214869,0.0352727722350963,0.489743145641577,0.598608724255587,7.17621232451231,1.4416811763411,0.803616194610367,0.225412957869906,0.421971996172102,0.555328861804333,6.2538528480993,1.60423919785691,0.735845045140892,0.282271354444527,0.225412957869906,0.282271354444527
"Bausch Health Companies Inc. (NYSE:BHC)","NYSE:BHC","New York Stock Exchange (NYSE)","Health Care","B",19352.37,42004.58,8078.97,5898.42,3461.88,2433.26,-789.85,893.32,1392.72,32897.29,16850.42675,3410.54,1892.73,979.75,4825.41,4.48,333.59,68.1,22358.83,31192.02,32897.29,338.073,22426.934,21871.69,793.894179626255,0.0189001813522777,0.65337038726346,0.689622540505327,6.60180079803895,1.41588661177277,0.924458989957602,0.158924171840423,0.626909184137291,0.68074746389607,6.3238870700641,1.45614717039116,0.897997786831433,0.16576218873828,0.158924171840423,0.16576218873828
