"Name","Symbol","Exchange","Industry","Rating","MarketCap","EV","Revenue","GrossProfit","EBITDA","EBIT","NetIncome","Cash","PPnE","Assets","Debt","Equity","Receivables","Inventory","CurrentAssets","ShortTermDebt","LTD_Cap_Leases","Leases_LongTerm","LongTermDebt","Liabilities","Liabilities_N_Equity","Debt_Current","Debt_NonCurrent","Debt_Net","EBITDA_sd","Vol","EL","BL","LM","AP","AR","RoD","nEL","nBL","nLM","nAP","nAR","nRoD","RD","nRD"
"Gulfport Energy Corporation (NYSE:GPOR)","NYSE:GPOR","New York Stock Exchange (NYSE)","Energy","B",1578.3,2943.1,868.56,580.59,416.32,267.3415,-487.8,240.842,2857.32,3589.85,913.040425,1774.65,140.39,0,469.62,0,29.1787,2.254,1266.22,2702.535,3589.85,29.1807,1268.481,1056.83,369.79666424792,0.125648691599986,0.476525032742977,0.359492779570737,2.74016865110024,1.24336248850688,0.808224627020232,0.36698872431804,0.462563808337679,0.296589873374912,1.82119299277983,1.26864059446055,0.794271379322947,0.321219296024803,0.36698872431804,0.321219296024803
"GXO Logistics, Inc. (NYSE:GXO)","NYSE:GXO","New York Stock Exchange (NYSE)","Industrials","BBB-",5188.1,7692.1,7389,1213.5,531.5,367,85.5,287,2346.33333333333,6656.66666666667,1695.5,2678.33333333333,1323.33333333333,0,1807.66666666667,9,414.666666666667,1319.33333333333,613.333333333333,5317.5,6656.66666666667,423.666666666667,1932.66666666667,2069.33333333333,113.844191771034,0.0148001445341369,0.364659845815837,0.352664962774298,4.65419438285292,1.05791500481364,0.945255521899091,0.214909773473828,0.321368676954278,0.323663128623475,4.01849919568714,1.10869126549438,0.901964353037532,0.248855736663274,0.214909773473828,0.248855736663274
"H.B. Fuller Company (NYSE:FUL)","NYSE:FUL","New York Stock Exchange (NYSE)","Materials","BB",2548.12,3824.31,2503.92,678.43,315.88,264.655,115.26,131.42,565.8,3047.29,957.5725,1084.01,429.98,300.67,949.34,24.23,32.053,4.36,1259.91,2505.285,3047.29,56.286,1264.284,1189.14,84.257301694802,0.0220320271355622,0.321211797989031,0.40008667499692,4.00663007931051,1.31963287848927,0.776526417830062,0.307424022410603,0.283384413952152,0.365068564371137,3.55236811219441,1.39576300296227,0.738703952435644,0.388615560553443,0.307424022410603,0.388615560553443
"Halliburton Company (NYSE:HAL)","NYSE:HAL","New York Stock Exchange (NYSE)","Energy","BBB+",33315.93,40504.73,22447.4,2772.7,3995.1,3215.7,3.6,3406.5,9103,27218.5,6816.525,10827.5,5035.5,2860.3,12574.2,71.4,215.4,275.5,9661.9,21804.75,27218.5,286.8,9937.4,6817.7,1785.3876298689,0.0440784972488127,0.282483821770541,0.384047725039494,3.38539146710877,1.49345930201375,0.720294935736348,0.470453978439095,0.195034029038145,0.298860598380843,2.31534866770953,1.70067291138995,0.632845143003952,0.801083152835258,0.470453978439095,0.801083152835258
"Hanesbrands Inc. (NYSE:HBI)","NYSE:HBI","New York Stock Exchange (NYSE)","Consumer","BB",7271.42,10415.07,6001.18,2280.78,931.2,874.995,321.74,379.84,721.67,6173.63,2274.032,1031.55,752.6,1651.82,3017.11,40.296,251.42,97.18,2769.76,5657.855,6173.63,291.725,2866.923,2778.82,151.310644407824,0.0145280487224593,0.322537224537434,0.497891281702298,3.30818597182731,1.78205913220848,0.628062222434971,0.319835920753392,0.284370220672239,0.468732015123864,2.92337113765684,1.88247698518404,0.589895337517758,0.358289531790625,0.319835920753392,0.358289531790625
"Hanger, Inc. (NYSE:HNGR)","NYSE:HNGR","New York Stock Exchange (NYSE)","Health Care","B+",715.28,1262.84,1003.27,339.94,113.17,96.555,18.9,47.578,137.85,961.74,398.823,182.92,154.42,78.57,328.55,0,26.652,32.3912,488.58,870.275,961.74,26.647,520.975,500.05,34.9828227690232,0.0277017062882259,0.454525124252665,0.595579410441004,5.21329816704085,1.35553278579588,0.783100928990063,0.209364616890756,0.416091688045606,0.576175638261329,4.74919781163982,1.44581751530902,0.74465744045935,0.226896096664059,0.209364616890756,0.226896096664059
"Harley-Davidson, Inc. (NYSE:HOG)","NYSE:HOG","New York Stock Exchange (NYSE)","Consumer","BBB-",8508.48,14686.02,5588.27,1942.09,1097.24,1000.345,582.54,666.02,831.14,10219.54,4901.87,2193.45,249.23,528.7,4278.7,0,37.329,10.44,988.31,9122.81,10219.54,2134.87,4628.1,6081.53,293.994482941432,0.0200186628468048,0.483370730115222,0.657855109089017,7.030534943264,1.4594156830219,0.724541270218647,0.173022209972008,0.434304540967148,0.631112855649166,6.33541094359488,1.56290619423149,0.676766479899844,0.195197990111062,0.173022209972008,0.195197990111062
"Harsco Corporation (NYSE:HSC)","NYSE:HSC","New York Stock Exchange (NYSE)","Industrials","BB-",1468.15,2397.09,1872.41,406.88,289.79,206.18,1.97,74.67,669.89,2296.05,667.11825,509.7,339.61,155.96,734.4,10.478,21.517,20.15,862.25,2041.205,2296.05,31.985,882.398,839.72,72.7499896907209,0.0303492942237133,0.402584178741215,0.395240492714258,3.33485418656727,1.09943857852315,1.00105688485566,0.344706226020173,0.369904080383511,0.373990909006434,3.07012696941736,1.13951552248004,0.968367951799008,0.380290556178647,0.344706226020173,0.380290556178647
"Hawaiian Electric Industries, Inc. (NYSE:HE)","NYSE:HE","New York Stock Exchange (NYSE)","Utilities","BBB-",3675.01,5593.81,2852.75,616.97,566.65,453.415,193.63,247.65,4612.27,12609.19,1505.88025,2071.73,4935.29,0,5257.78,204.81,28.84,49.68,1807.02,11573.345,12609.19,233.673,1856.718,1842.74,63.1550692959622,0.0112901706164425,0.379049550465147,0.166038404003146,3.67968106418277,0.441343401778095,2.2813015223456,0.272781495462246,0.333735984946407,0.149238566464725,3.24258125604432,0.450162036718713,2.23598831850135,0.310228556380461,0.272781495462246,0.310228556380461
"Hayward Holdings, Inc. (NYSE:HAYW)","NYSE:HAYW","New York Stock Exchange (NYSE)","Industrials","BB",4307.9,5273.9,1258.75,583.85,347.6,317.8,165.75,142.633333333333,164.2,2729.6,842.991666666667,580.933333333333,177.733333333333,171.933333333333,520.233333333333,0,7.72333333333333,26.4266666666667,1137.4,2439.13333333333,2729.6,7.72333333333333,1163.81,1028.9,112.147135496186,0.0212645547879532,0.230554112478986,0.432772173619228,3.67531489968287,1.92543911018637,0.566950515558348,0.304881085953529,0.189054396098247,0.400589708714814,3.14987479621262,2.04968233630071,0.525450799177609,0.382966544139642,0.304881085953529,0.382966544139642
"HCA Healthcare, Inc. (NYSE:HCA)","NYSE:HCA","New York Stock Exchange (NYSE)","Health Care","BBB-",37131.84,70791.44,44373.3,16665.2,8701.3,7600.5,3100.6,891.8,18612.5,37347.8,23851.825,-3754.3,6320.8,1565.1,10030.9,0,571.6,646.8,30881.3,39224.95,37347.8,571.6,31528.1,31207.9,1882.1496014457,0.0265872484222062,0.470150469468514,0.88133997009157,3.78632741179401,1.89469828348512,0.532529872831158,0.268905072670601,0.457864470301665,0.878110333271352,3.68668276376975,1.94009040530193,0.520243873664309,0.276877252457945,0.268905072670601,0.276877252457945
"Hecla Mining Company (NYSE:HL)","NYSE:HL","New York Stock Exchange (NYSE)","Materials","B+",1756.64,2080.08,570.68,241.9,177.83,112.9055,-14.71,161.66,2022.07,2358.15,315.63725,1499.94,18.188,59.36,279.39,0,8.061,12.124,454.54,1608.18,2358.15,8.058,466.681,313.09,68.0597947886024,0.0327197967331076,0.247708306789187,0.194058613385512,2.91003768294142,0.866386649682534,1.28043411783637,0.94900897958825,0.154875086980016,0.127725494639898,1.8623504678813,0.934388808963651,1.18758122646974,0.407679124010062,0.94900897958825,0.407679124010062
"Herbalife Nutrition Ltd. (NYSE:HLF)","NYSE:HLF","New York Stock Exchange (NYSE)","Consumer Staples","BB-",5669.38,6788.82,4872.65,2449.26,718.08,669.835,353.08,864.97,421.93,2585.55,1185.65775,-294.04,83.39,400.79,1541.04,0,145.2,57.93,1666.07,2732.575,2585.55,145.2,1724.001,1004.23,105.390710111365,0.0155241573810125,0.281858760924694,0.698820153495783,2.61641650022802,2.64283979975388,0.388696399461793,0.505672681042534,0.156694708265684,0.548894111879004,1.39367452636118,4.02072796676333,0.263532346802783,-0.873344602625675,0.505672681042534,-0.873344602625675
"Herc Holdings Inc. (NYSE:HRI)","NYSE:HRI","New York Stock Exchange (NYSE)","Industrials","BB-",1752.13333333333,4016.73333333333,1854.8,498.114285714286,383.7,294.5,103.3,28.625,392.55,3691.25,1371.034375,971.4125,329.4625,12.425,415.75,68.1875,31.8125,124.9125,1612.675,3205.54375,3691.25,100,1737.5875,1808.9625,298.706890892505,0.0743656265188556,0.593883284411077,0.49294164385944,7.97073474165518,1.0666881534214,0.967145852775162,0.364800455869204,0.585577794729926,0.489337205450744,7.85290793234548,1.07609193213994,0.95884036309401,0.394255953665379,0.364800455869204,0.394255953665379
"Hess Corporation (NYSE:HES)","NYSE:HES","New York Stock Exchange (NYSE)","Energy","BBB-",21282.45,27270.95,8567.5,5879.1,3524.7,1917.3,-722,2388.6,21426.4,29304.3,4884.825,15060.8,1473.9,480.1,5317.8,78.7,218.7,213.7,6798.2,21773.9,29304.3,297.4,7011.9,4920.7,1978.90491883207,0.0725645758153667,0.277807482033292,0.281416896167987,2.68627243106673,1.03310232038834,1.12995552297458,0.498777017410783,0.181673281435747,0.208614584243782,1.7154274597278,1.15218891180205,1.03382132237704,0.772782990218223,0.498777017410783,0.772782990218223
"Hewlett Packard Enterprise Company (NYSE:HPE)","NYSE:HPE","New York Stock Exchange (NYSE)","IT","BBB",21636.5428571429,31614.2571428571,36500.4444444444,11066.8888888889,5686.77777777778,4175.5,-132,5200.66666666667,3609.22222222222,63756.3333333333,7545.83333333333,26558.2222222222,5136.44444444444,2468.22222222222,21620.4444444444,384.888888888889,1869,222.666666666667,8888.88888888889,50477.2222222222,63756.3333333333,2683.11111111111,9111.55555555555,6594,2078.50473765263,0.0657458034917719,0.470030881894226,0.191384973131892,2.5669023071784,0.508104979950182,1.98214289080385,1.52630439324704,0.27805374363393,0.122623531390955,1.41430497638894,0.561231592956041,1.79016575254355,78.7945775440227,1.52630439324704,78.7945775440227
"Hexcel Corporation (NYSE:HXL)","NYSE:HXL","New York Stock Exchange (NYSE)","Industrials","BB+",4675.79,5381.41,1831.31,471,379.48,328.24,194.18,64.42,1575.28,2453.44,508.745,1298.78,237.42,279.05,634.42,0.91,7.66,14.48,676.75,1804.05,2453.44,8.57,691.23,635.38,129.303310948414,0.0240277754247333,0.12864872226017,0.271763685600785,2.25408116099046,2.22173730555285,0.46357272622137,0.663463750955684,0.116168746805194,0.251822934723804,2.02287642063579,2.28080796908191,0.451092750766395,0.759066306608159,0.663463750955684,0.759066306608159
"HF Sinclair Corporation (NYSE:DINO)","NYSE:DINO","New York Stock Exchange (NYSE)","Energy","BBB-",7598.64,9494.22,16534.16,1717.27,1388.72,1240.425,577.48,1071.46,4380.42,10571.48,1361.3995,6134.67,690.81,1344.08,3218.75,0,44.83,102.58,2025.1,7504.14,10571.48,44.825,2127.693,1100.56,752.55358583662,0.0792643930556297,0.234281863037271,0.199091511113171,1.97488385623773,0.894532289034803,1.17280586916823,0.830139786275587,0.112142940245009,0.100488522643262,1.08254619484132,0.998536490947873,1.05072540921085,6.85115460142142,0.830139786275587,6.85115460142142
"Hillenbrand, Inc. (NYSE:HI)","NYSE:HI","New York Stock Exchange (NYSE)","Industrials","BB+",2284.57,3031.19,1886.75,665.55,331.12,293.45,106.07,149.05,208.37,2282.9,496.37,751.98,341.83,202.15,781.85,0,16.52,22.65,672.34,1906.91,2282.9,16.52,694.99,562.46,113.025934093808,0.0372876441575117,0.222667553197144,0.293965072464184,2.02508265306198,1.42443754622079,0.73406698957457,0.542035793001698,0.179881601247522,0.251133539336931,1.64701288740475,1.50930731916035,0.691281037624948,0.722573690310202,0.542035793001698,0.722573690310202
"Hilton Worldwide Holdings Inc. (NYSE:HLT)","NYSE:HLT","New York Stock Exchange (NYSE)","Consumer","BB",26049.6444444444,34769.8666666667,4354.15,2193.75,1589.35,1396.825,577.1,964.6,3057.4,20696.2,7073.675,2241.7,933.6,121.5,2700.7,0,128.8,389.4,9234.9,19575.35,20696.2,128.8,9624.3,8788.5,564.210955917889,0.0162270094771111,0.259563226348977,0.493405649860933,9.52768550061852,1.89154970799496,0.592256544509254,0.183011799779564,0.232558936354638,0.469124856987208,7.89318342792326,2.03193026825006,0.565252254514915,0.200480578107583,0.183011799779564,0.200480578107583
"Holley Inc. (NYSE:HLLY)","NYSE:HLLY","New York Stock Exchange (NYSE)","Consumer","B",1194.4,1792.9,645,267.2,145.4,134,8.835,38.78,42.9,1029.2,452.09,250.1,42.6666666666667,146.966666666667,238.1,0,5.73666666666667,0,610,904.15,1029.2,5.73666666666667,609.99,576.933333333333,15.6977705423413,0.00875551929407181,0.360031234313124,0.603240617778443,4.57533084815598,1.50272399631213,0.665458196218417,0.220705338956307,0.339784706341681,0.58840737415559,4.1924167199941,1.54987897648686,0.645211668246974,0.239751635756023,0.220705338956307,0.239751635756023
"Holly Energy Partners, L.P. (NYSE:HEP)","NYSE:HEP","New York Stock Exchange (NYSE)","Energy","BB+",2257.64,3562.41,422.86,292.58,280.33,241.58,137.29,9.37,1292.2,1866.68,908.9545,543.52,53.99,0,67.66,0,1.44,21.1067,1192.51,1594.94,1866.68,1.44,1213.618,1205.71,61.1063926461235,0.0171531049615635,0.33932136569708,0.644589048317508,4.31667372669424,1.9215305692524,0.526091384267048,0.232811252207753,0.336691118729178,0.642857565731882,4.28400532406456,1.93064261396143,0.523452700917302,0.234599191448799,0.232811252207753,0.234599191448799
"Howmet Aerospace Inc. (NYSE:HWM)","NYSE:HWM","New York Stock Exchange (NYSE)","Industrials","BB+",10769.2666666667,15537.9333333333,9161,2066.5,1470.83333333333,1261.75,121.833333333333,1651.28571428571,4324.85714285714,19021.4285714286,4485.75,5924.42857142857,756.285714285714,2000.85714285714,5579.42857142857,20,276.714285714286,39.8571428571429,6194.85714285714,16059.2142857143,19021.4285714286,296.714285714286,6234.71428571429,4880.14285714286,339.214632152958,0.0218313867665557,0.40839403630514,0.36807303043635,4.27069971538265,1.05647262795491,1.0835855435602,0.240966701219223,0.295009673189775,0.302096576563707,3.10018981187632,1.18159447076132,0.970201180444838,0.333613021379307,0.240966701219223,0.333613021379307
"HP Inc. (NYSE:HPQ)","NYSE:HPQ","New York Stock Exchange (NYSE)","IT","BBB",38477.84,43334.54,70600.9,14746.6,7068.7,6279.8,2390.3,7822.9,4499.6,62781.2,7164.425,9276,8150.4,5902.5,32810.1,341.2,1876.3,185.4,9603.8,58143.2,62781.2,2371,9789.2,4337.3,3934.71961587551,0.090798693510431,0.263952900647668,0.199053702402487,1.78275919469308,0.821434871146569,1.50974638340567,0.638869223976042,0.0773289762545813,0.0617162872039791,0.454211994527731,0.978922491457887,1.32312245901258,4.81866166429374,0.638869223976042,4.81866166429374
"Hubbell Incorporated (NYSE:HUBB)","NYSE:HUBB","New York Stock Exchange (NYSE)","Industrials","BBB+",7005.12,7921.27,3753.37,1163.99,640.01,587.945,339.37,421.82,464.35,4005.03,732.4825,1860.4,529.2,534.91,1594.6,34.61,14.67,20.19,1047.78,3074.83,4005.03,49.28,1067.97,695.43,72.2773892721645,0.00912446984791132,0.136429489213239,0.266764761988306,1.69756207255448,1.99093213450653,0.506108156987721,0.672680982024354,0.0778490479981252,0.156402524342888,1.00539611522992,2.28318024175816,0.447527715772607,-1.62507214863749,0.672680982024354,-1.62507214863749
"Humana Inc. (NYSE:HUM)","NYSE:HUM","New York Stock Exchange (NYSE)","Health Care","BBB+",36023.47,37716.87,58827.3,11194.5,3306.7,3184.1,1931,12418.5,1867.6,27530.7,3575.425,11071.1,1105.4,0,17421.9,705.5,182.7,123.3,4733.5,21995.15,27530.7,888.2,4856.8,2811.7,1078.72280962256,0.0286005389530617,0.153152294476042,0.198476443375015,1.69455643663976,1.32667960478522,0.803925180404345,0.628061638988253,0.0733698870681791,0.168664849081291,0.79611732082171,2.4628502173667,0.441012693376456,1.91303769181603,0.628061638988253,1.91303769181603
"Huntington Ingalls Industries, Inc. (NYSE:HII)","NYSE:HII","New York Stock Exchange (NYSE)","Industrials","BBB-",7224.88,8519.48,7898.2,1463.3,952.7,846.05,493.3,685.9,2381.9,6980.4,1126.1,1626.7,1224.3,217.8,2296.2,0,36.2,51.5,1642.4,6167.05,6980.4,36.2,1693.9,1044.2,189.121977100025,0.0221987700070925,0.222392752911427,0.24291036149594,1.92271806485288,1.23088327326029,0.879269512320732,0.611283007636267,0.12350827214232,0.153444272075324,1.10652844741409,1.36681254037732,0.780385031551625,1.22063281092467,0.611283007636267,1.22063281092467
"Huntsman Corporation (NYSE:HUN)","NYSE:HUN","New York Stock Exchange (NYSE)","Materials","BBB-",5417.39,8458.99,8836.7,1695.2,1025.6,865.15,490.7,637.8,3363.1,9262.6,2368.5,2624.8,1301.2,1323.1,4089.4,9,206,116.5,3039.1,7950.2,9262.6,215,3155.6,2732.8,257.142070545534,0.0303986729556997,0.403260279406451,0.361606945485839,3.44597742030427,0.908989361860359,1.12920608089135,0.335262769635524,0.322638271304309,0.310275938090609,2.7255885003622,0.976432335991727,1.04858407278921,0.486314343115735,0.335262769635524,0.486314343115735
"Hyatt Hotels Corporation (NYSE:H)","NYSE:H","New York Stock Exchange (NYSE)","Consumer","BB+",7707.96,8777.76,2296.6,828,468.2,298.15,188.3,856,3978.2,8465.4,1270.7,4040.9,350.4,27.3,1589.6,0,105.3,116.6,1796.6,6444.95,8465.4,105.3,1913.2,1045.8,354.354436499202,0.0403695745268954,0.225131072084133,0.229063678772227,2.78401648161217,1.0450988593373,0.979468922900771,0.321330746530578,0.11058589918217,0.127856201889392,1.63179542505385,1.16281327480891,0.881270337405516,0.351143238400144,0.321330746530578,0.351143238400144
"Hyster-Yale Materials Handling, Inc. (NYSE:HY)","NYSE:HY","New York Stock Exchange (NYSE)","Industrials","B-",1030.99,1162.6,2849.24,454.87,96.94,77.975,37.23,122.3,261.08,1479.63,151.8925,492.51,400.19,443.43,1012.7,31.11,61.47,25.2,125.51,1233.375,1479.63,92.58,150.71,120.99,66.1343783519585,0.0568848945053832,0.214957360764037,0.148503660072633,1.10938366170064,0.830981609680327,1.29676197578511,1.16453367013893,0.109181071517963,0.0587692961254285,0.161974447548732,0.923255995172272,1.19098568653903,-1.87034221495882,1.16453367013893,-1.87034221495882
"IAA, Inc. (NYSE:IAA)","NYSE:IAA","New York Stock Exchange (NYSE)","Industrials","BB-",5849.56666666667,7904.83333333333,1210.77,452.26,331.99,289.875,147.12,85.4166666666667,724.566666666667,2018.35,983.395833333333,324.683333333333,200.616666666667,10.7166666666667,523.966666666667,0,305.083333333333,430.7,603.883333333333,1856.00833333333,2018.35,305.083333333333,1034.58333333333,1254.25,113.170475635457,0.0143166175507125,0.286751792210365,0.592148702445525,3.12120156773103,3.12869548081924,0.339217140241243,0.476689118963125,0.270870973759173,0.578273877535875,2.91682126929529,3.30359727532863,0.323336321790052,0.520404300497349,0.476689118963125,0.520404300497349
"IDACORP, Inc. (NYSE:IDA)","NYSE:IDA","New York Stock Exchange (NYSE)","Utilities","BBB",4051.03,5719.16,1312.04,485.21,441.25,362.89,211.84,141.45,4202.13,6204.52,1302.7925,2212.24,143.91,105.12,503.29,19.76,17.534,0,1746.91,5098.4,6204.52,37.285,1746.915,1642.76,37.1738931689073,0.0064998869010322,0.31948589489663,0.288458654270018,4.04805430069605,0.915435318465243,1.10490254129578,0.24728787852926,0.296384029802479,0.272411039434655,3.73854046872674,0.936780972422178,1.08180067620163,0.26843406823703,0.24728787852926,0.26843406823703
"IDEX Corporation (NYSE:IEX)","NYSE:IEX","New York Stock Exchange (NYSE)","Industrials","BBB",9635.04,10124.22,2290.35,1016.38,590.54,548.885,321.47,523.32,288.26,3455.58,572.289525,1899.94,279.56,268.91,1132.72,0,16.0991,25.76,895.62,2505.615,3455.58,16.1061,921.392,414.17,106.99610792506,0.0105683309850102,0.101440832929769,0.273629798534135,1.59855471425259,2.86154028188026,0.367416111065441,0.633627631384652,0.0486629928906841,0.146615149043961,0.733606983162473,3.36978823130414,0.314638883786714,1.77774889757302,0.633627631384652,1.77774889757302
"IHS Holding Limited (NYSE:IHS)","NYSE:IHS","New York Stock Exchange (NYSE)","Communication","B",3370,6062.9,1277.25,524.275,570.65,418.2,-316.15,682.357142857143,1807.78571428571,4369.2,1448.16,1596.71428571429,170.528571428571,35.4,1049.92857142857,0,159.914285714286,111.389428571429,1887.01428571429,3570.85,4369.2,159.918571428571,1998.40714285714,1475.97142857143,208.355249513901,0.0343656087868679,0.492371637335269,0.493758833591413,4.54964818086883,1.10764199718655,0.9028187830906,0.231276885639131,0.34120635339524,0.400307815306441,3.07206584022178,1.33040024576494,0.751653499150572,0.338900845505641,0.231276885639131,0.338900845505641
"Illinois Tool Works Inc. (NYSE:ITW)","NYSE:ITW","New York Stock Exchange (NYSE)","Industrials","A+",47051.77,52187.67,14021.5,5751.5,3549,3317.15,2317.9,2661.9,1814.6,16607.7,4876.875,5427.5,2501.7,1275.9,7068.9,523.2,493.2,39.4,6334,13893.95,16607.7,1016.4,6373.4,4727.9,370.123402844691,0.00709216186207759,0.145903414277979,0.453270232942879,2.08059537805304,3.2207116322219,0.343071011359677,0.484364363589284,0.0895769598274391,0.3476324395249,1.30924771213088,3.81367306708856,0.286744556909137,0.815007663130511,0.484364363589284,0.815007663130511
"Informatica Inc. (NYSE:INFA)","NYSE:INFA","New York Stock Exchange (NYSE)","IT","BB-",5208.4,6554.9,1409.9,1160.9,259.2,157.95,-109.8,344.166666666667,266.366666666667,5036.8,1804.885,1481.73333333333,506.066666666667,0,956.266666666667,0,47.9,63.0666666666667,2410.26666666667,4295.93333333333,5036.8,47.8766666666667,2473.36333333333,2177.06666666667,27.0114790413261,0.00412080718871777,0.295992311095516,0.499980630953395,9.26120472021554,1.31458195455548,0.760698103708676,0.109760401155072,0.220262704236525,0.461028184797636,7.57583385052012,1.45992115637319,0.684968496849685,0.137863168417062,0.109760401155072,0.137863168417062
"Ingersoll Rand Inc. (NYSE:IR)","NYSE:IR","New York Stock Exchange (NYSE)","Industrials","BB+",10948.7,13072.5,2841.51,1036.85,539.66,441.85,155.51,652.655555555556,431.977777777778,6509.28888888889,1452.62,2966.05555555556,585.355555555556,518.4,1864.74444444444,0.52,77.4444444444444,30.4288888888889,2045.98888888889,5026.25555555556,6509.28888888889,77.9677777777778,2076.41222222222,1501.72222222222,253.712099304179,0.0194080779731634,0.225835070615735,0.36319050378546,4.04570626071295,1.84158379477174,0.603405048653433,0.379672862485411,0.168663230991791,0.299344867059746,3.0529739111878,2.02879040230167,0.54623320902949,0.790829816872125,0.379672862485411,0.790829816872125
"Ingredion Incorporated (NYSE:INGR)","NYSE:INGR","New York Stock Exchange (NYSE)","Consumer Staples","BBB",6554.42,8184.12,6138.18,1297.51,920.38,818.88,394.18,497.5,2227.7,5859.8,1361.6,2616.7,756.5,835.7,2297.7,143.4,13.4,41,1783.5,4551.45,5859.8,156.8,1824.5,1483.8,94.6299788063428,0.0115626333443721,0.247322701646814,0.339036817597708,2.17151394316799,1.41421598823182,0.731637361739408,0.468199947367394,0.185192796721885,0.276079853695145,1.62335942628902,1.55085100176597,0.66950745681448,0.63782891877525,0.468199947367394,0.63782891877525
"INNOVATE Corp. (NYSE:VATE)","NYSE:VATE","New York Stock Exchange (NYSE)","Industrials","B-",192.34,633.39,1071.47,139.805,23.059,9.0255,-24.65,112.01,212.226,3116.31,322.97065,207.48,236.31,10.835,1383.6,0,52.9866,23.35,391.62,3012.565,3116.31,52.9866,414.976,355.96,21.9686779301805,0.0346842828749751,0.65820540857977,0.232782952383803,4.67560696911768,0.438940792486328,4.48321094619757,-Inf,0.472402062090836,0.18627207525366,2.6020082075798,0.47762898434552,4.29739172417284,0.254579709050983,-Inf,0.254579709050983
"Installed Building Products, Inc. (NYSE:IBP)","NYSE:IBP","New York Stock Exchange (NYSE)","Consumer","BB-",1679.82222222222,1982.67777777778,1090.25,315.08,130.024,107.982,50.085,101.409,86.91,693.56,233.303,176.72,173.71,53.42,346.47,0,25.773,19.052,300.03,605.19,693.56,25.778,319.084,243.48,96.6209661167458,0.0487325611855298,0.167686172472885,0.41224379521222,3.3578662289941,2.87332562530935,0.37079872150812,0.441393481066195,0.124642092514836,0.355194921960601,2.68355774093656,3.20101820132818,0.327742292011062,0.556992005664449,0.441393481066195,0.556992005664449
"Integer Holdings Corporation (NYSE:ITGR)","NYSE:ITGR","New York Stock Exchange (NYSE)","Health Care","BB-",1812.72,2690.5,1024.06,301.81,194.35,161.01,59.72,41.07,260.26,2103.25,674.94475,894.44,181.21,167.07,422.27,0,25.59,13.48,874.57,1656.04,2103.25,25.587,888.032,872.53,60.3766557168874,0.0224406822958139,0.317430802999288,0.386491033931576,4.35908546460796,1.32119881105078,0.782832641256514,0.322332458074659,0.298818555216905,0.369046161427577,4.11707627674178,1.35681048432082,0.764229540846126,0.392384035774866,0.322332458074659,0.392384035774866
"International Business Machines Corporation (NYSE:IBM)","NYSE:IBM","New York Stock Exchange (NYSE)","IT","A-",148099.84,185601.84,79525.9,39331.1,18729.6,16210.95,10308.3,10192.9,11574.6,127956.8,33215.225,18210.5,8684,1814.9,44055.8,1654.7,6248.4,937.3,38844.2,118851.55,127956.8,7903.1,39781.5,37491.7,5159.70193368226,0.0277998425752797,0.265425715776197,0.368914731942399,2.86199510909685,1.47214794797429,0.703744871785044,0.430797804555917,0.20965836444303,0.313439874554628,2.27603734366299,1.60187486521408,0.647977520451877,0.572889612505267,0.430797804555917,0.572889612505267
"International Flavors & Fragrances Inc. (NYSE:IFF)","NYSE:IFF","New York Stock Exchange (NYSE)","Materials","BBB",14769.67,18554.84,4677.42,1898.51,1002.99,863.33,373.13,468.85,1429.3,10178.02,2365.196975,4925.36,792.35,930.62,2580.96,33.3,212.4509,120.99,2943.13,7715.345,10178.02,245.7609,3064.117,2841.02,663.298282909817,0.0357479925943752,0.159573356840016,0.320395931730538,2.79629189722912,2.34664028578445,0.49430483450497,0.454949990897505,0.128118615070543,0.265018850635641,2.27856053091597,2.54885144923905,0.462851327041705,0.665094611377828,0.454949990897505,0.665094611377828
"International Paper Company (NYSE:IP)","NYSE:IP","New York Stock Exchange (NYSE)","Materials","BBB",19660.9,28348.5,21972.8,6646.2,3321.5,2674.65,1237.3,1119.4,13102.5,31390,6920.6,6720.6,3094,2264.2,7928,156.5,268.8,106.4,9068.9,28029.7,31390,425.3,9175.3,8481.2,531.179662010259,0.0187374874159218,0.340457552304702,0.30421266478006,2.94794254505008,0.902614779798699,1.1236283848354,0.353326022126667,0.29993845329946,0.27732221434377,2.61014273488266,0.937923111499452,1.08310928583016,0.410480502571595,0.353326022126667,0.410480502571595
"IQVIA Holdings Inc. (NYSE:IQV)","NYSE:IQV","New York Stock Exchange (NYSE)","Health Care","BB+",20696.56,27583.96,8047.14,2837.17,1390.73,1103.18,451.63,1064.92,486.19,15190.6,5399.86175,3957.65,1755.19,0,3275.78,0,95.44,125.7178,7333.63,13211.775,15190.6,95.44,7459.347,6489.87,707.508060495898,0.0256492563249039,0.27693222356411,0.581791363961682,4.99633902158197,2.13145037464875,0.513383667934384,0.216033467614843,0.221337787967209,0.529079124185262,4.10648636134775,2.55566428704403,0.457789232337483,0.293889051785952,0.216033467614843,0.293889051785952
